ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
K6DSH7MSeOA,350,360,"/m/02bxd,/m/02lkt,/m/04rlf","['meditation', 'didgeridoo', 'synth pads/drones', 'soothing', 'calming', 'slow tempo']","This audio contains a didgeridoo with reverb panned to the right side of the speakers, some white noise risers that sound like wind. Various synth pads are playing drones in different ranges. This song may be playing while meditation or falling asleep.",6,False,False
K8On7nUJuP8,30,40,"/m/04rlf,/t/dd00002","['baby crying incessantly', 'phon playing music', 'bollywood movie song', 'retro hindi hits', 'ambient room noises', 'male singer', 'flute melody', 'medium tempo', 'emotional music', 'bad audio quality', 'iâ€™d kan movie song', 'bollywood music', 'make singer', 'ambient rock', 'noises', 'hissing vocals', 'memdium tempo', 'retro hindi hits', 'emotional', 'crackling male vocals', 'love song', 'consoling a babyâ€™s  cry']","The track is of a baby crying incessantly being consoled by a song being played on a phone. The song is medium tempo with a male singer singing to Bollywood music. The audio quality is extremely poor.",1,False,True
K9zE9x2ccJk,80,90,"/m/015lz1,/m/04rlf,/m/064t9,/m/074ft","['heavily processed female vocals', 'funky electric bass', 'clap', 'big backbeat', 'heavily compressed drum samples', 'empowering', 'youthful', 'amateur production', 'over produced']","Empowering youthful music with heavily processed female vocals and compressed drum samples. big claps on the backbeat and a funky electric bass part accompany. The production aims at high fidelity but comes across sounding over produced and ultimately amateur.",8,False,False
KB79k456DhI,30,40,"/m/0145m,/m/04rlf,/m/06cqb,/m/06j6l,/m/0glt670","['pop-rap', 'dance-rap', 'male vocals', 'rapping', 'strong bass', 'electronic drums', 'electronic percussion', 'bravado', 'groovy']","This is a pop-rap/dance-rap piece. There is a male vocal rapping joined by the occasional samples of other rappers. The electronic drums and the electronic percussion are providing the rhythmic background. There is a strong 808-style syncopated bass. The atmosphere has a groovy feeling to it. This song could be used in nightclubs and sports venues.",9,True,True
KChjW89XOF0,30,40,"/m/02w4v,/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['live performance', 'flamenco guitarists', 'acoustic guitar', 'nylon string guitar', 'latin american music', 'upbeat', 'energetic', 'dance', 'reverb']","This is a recording of two flamenco guitarists playing a captivating latin american rhythm. It's upbeat and suitable for dancing. The one guitarist strums chords in the percussive flamenco style, while the other guitarist plays flamenco lead with arpeggios and licks. The performance is live and outside. There is reverb applied to the lead guitar. Both are playing on  nylon strings.",3,False,False
KDuusOmEMHg,160,170,"/m/04rlf,/m/05fw6t,/t/dd00031","['children song', 'wide harmonizing vocals', 'shimmering shakers', 'groovy bass', 'punchy snare', 'soft kick hits', 'groovy piano chords', 'shimmering bells melody', 'fun', 'happy', 'acoustic rhythm guitar chords', 'addictive']","The Children song features wide harmonizing vocals singing over shimmering shakers, groovy bass, punchy snare, soft kick hits, groovy piano chords, shimmering bells melody and acoustic rhythm guitar chords. It sounds addictive, happy and fun - as every children's song should sound.",4,False,False
KDzy3ZL626U,11,21,"/m/04rlf,/m/07szfh9","['mashup', 'jingle', 'pad', 'male voice', 'burping', 'female vocal', 'keyboard', 'electronic drums', 'chaotic', 'disorderly', 'random']","This is the opening jingle of a TV show that is in the style of a mashup. There is a male voice speaking and then burping. There is a melodic pad playing at random occasions. A female vocalist can be heard singing with a keyboard melody and an electronic drum beat very briefly. Then the male voice and the pad returns. There is a chaotic atmosphere. Separate samples from this piece could be used in both beat-making and DJ sets/remixes.",9,True,True
KE-TVQhdCbs,30,40,"/m/04rlf,/m/064t9,/m/06rqw","['roots rock', 'acoustic guitar strumming', 'drum set', 'pedal steel', 'electric guitar', 'mid-tempo', 'vamp', 'melancholic', 'two chords']","A mid-tempo two chord vamp on a roots rock song. The music is instrumental, featuring a strummed acoustic guitar, drum set, electric guitar, and pedal steel. The feeling is melancholic.",8,False,True
KEp2NhraIZI,30,40,"/m/01kcd,/m/0319l","['classical', 'instrumental', 'strings section', 'horn', 'lively', 'cheerful', 'lighthearted']","This is a classical music piece. There is a wide range of strings in the orchestra playing a lively melody while a horn is in the lead. The atmosphere is lighthearted. This piece could be used in the soundtrack of a documentary where there are natural movements happening in the scene.",9,False,False
KFB1raoIhoU,80,90,"/m/02lkt,/m/04rlf,/m/08cyft","['funk/dance', 'e-guitar', 'drums', 'trumpets', 'male voice singing', 'male backing voice', 'e-bass', 'uptempo', 'good energetic vibes']","A drum is playing a groove with a strong snare sound. An e-guitar is strumming short funky chords on the offbeat creating a reggae style rhythm. A male backing voice is shouting in the same offbeat. An e-bass is playing a soft funky bassline while a male voice sings in the mid range. A trumpet is adding a short melody on top spicing up the good vibes. This song may be playing in a car racing video-game.",6,False,True
KHjEIheD-Cg,30,40,"/m/04rlf,/t/dd00033","['spanish guitar', 'guitar solo', 'soloist', 'emotional music', 'beautiful landscapes', 'twilight', 'pleasant', 'the good life', 'instrumental hits', 'celtic music', 'classical guitar hits', 'harmony', 'instrumental music', 'fret noises', 'emotional', 'relaxing', 'in love with you', 'melancholic', 'life is beautiful', 'comforting', 'romantic', 'groovy']","The song is an instrumental. The song is in medium tempo with a classical guitar playing a lilting melody in accompaniment style. The song is emotional and romantic. The song is a romantic instrumental song.",1,False,False
KJHqQ5aKu8U,100,110,"/m/01p970,/m/026t6,/m/0l14md","['instrumental', 'medium tempo', 'middle eastern music', 'eastern classical', 'santoor', 'nostalgic', 'romantic', 'beautiful', 'traditional', 'regional music', 'folk music', 'captivating', 'string instrument', 'classical music', 'oud', 'arabic music', 'pleasant', 'mesmerising', 'romantic', 'santoor harmony', 'tabla accompaniment', 'hand percussion']","This music is instrumental. The tempo is medium with a lilting middle eastern kind of melody on a string instrument that sounds like a santoor along with a classical tabla accompaniment. The music is traditional, classical, captivating, romantic and nostalgic. This music is an Eastern Classical instrumental.",7,False,False
KKgYvcfrxj4,110,120,"/m/04rlf,/m/06by7,/m/0dls3","['hard rock', 'shimmering hi hats', 'wide aggressive electric guitar chords', 'distorted bass guitar', 'echoing electric guitar licks', 'repetitive filtered male vocal', 'punchy kick', 'punchy snare', 'down sweep', 'energetic', 'aggressive', 'addictive']","The Hard Rock song features a repetitive filtered male vocal over shimmering hi hats, down sweep, wide aggressive electric guitar chords, distorted bass guitar, echoing electric guitar licks, punchy kick and punchy snare hits. It sounds energetic, aggressive and addictive.",4,False,False
KMQmM12G9Z4,110,120,"/m/04rlf,/m/07qsvvw","['male vocalist', 'slow beginning', 'cello drone', 'digital drums', 'electronic music', 'electronic instrumentation', 'auto tune', 'fast tempo', 'edm', 'synth pop', 'buoyant', 'punchy', 'vibrant', 'animated', 'youthful', 'spirited', 'burgeoning music', 'whirring sound', 'camera roll sound', 'auto tuned voice', 'animated instrumentation', 'soft paino', 'vigorous drumming', 'oud cymbals', 'vocal backup', 'female vocal riff', 'song beginning', 'pop', 'pop rock', 'animate', 'buoyant', 'happy', 'lively', 'spirited']","A male vocalist sings this animated and upbeat pop song. The song starts with a slow tempo with male vocals and soft but emphatic piano accompaniment and cello drone, and a whirring sound like a camera rolling. Post this the song picks up to an upbeat tempo with hard hitting drumming, cymbal rides, upbeat synthesiser harmony and electronic instruments. The song is a ,vibrant, spirited, bouncy, punchy, vivacious, youthful Electronic Dance music/Synth Pop.",7,True,True
KOb-tRHYK68,420,430,"/m/02lkt,/m/04rlf,/m/07gxw,/m/08cyft","['techno song', 'synth lead', 'programmed percussion', 'booming bass', 'synth layers', 'no voices', 'instrumental', 'moderate tempo', 'dance song', 'psychedelic song', 'trance']","This techno song features a synth lead playing the main melody. This is accompanied by programmed percussion playing a simple kick focused beat. The hi-hat is accented in an open position on the 3-and count of every bar. The synth plays the bass part with a voicing that sounds like a cello. This techno song can be played in a club.",0,False,False
KPG9s_s8siA,30,40,"/m/04rlf,/m/0dwt5","['vibraphone', 'marimba', 'uptempo', 'amateur recording']","A Vibraphone and a marimba are playing a composition with a lot of reverb. This is an amateur recording. This song may be playing at a school concert.",6,False,True
KPnIFb7T7VM,30,40,"/m/02x8m,/m/04rlf,/m/0gywn","['funky', 'soulful', 'groovy', 'funky rhythmic bassline', 'twangy electric guitar', 'soulful female vocal', 'powerful rich female vocal', 'crackling effect', 'hi-hats', 'build-up', 'electric guitar licks']","The song feels funky and soulful. There's a rumbling funky bassline, and an electric guitar playing intermittent licks. The drumming sticks on the hi-hats for the feeling of a build-up;. The female vocalist has a powerful, soulful voice.",3,False,True
KRKX_UtYV9c,30,40,"/m/02bxd,/m/04rlf","['spiritual music', ""percussion's"", 'didgeridoo', 'shaker', 'medium to uptempo', 'minimalist']","Someone is playing bongos or congas holding a simple groove while someone is playing a shaker here and there. Someone is playing a didgeridoo. The whole recording is full of a little reverb and the percussion is panned to the left and right side of the speakers. This song may be playing while meditating or doing slow movements as dancing.",6,False,True
KSFND-AdqZs,90,100,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0b9m1,/m/0fx80y,/m/0g12c5","['amateur recording', 'e-guitar', 'tremolo effect', 'medium to fast tempo']","This audio contains a e-guitar running through a tremolo effect that gets into faster modulation speed. This is an amateur recording and may be used for educational purposes.",6,False,False
KSye2ifWZ_Y,30,40,"/m/02w4v,/m/04rlf,/m/0dq0md","['hindi', ""percussion's"", 'strings', 'tablas', 'female voice singing in higher register', 'medium tempo']","Percussions and tablas are playing a steady rhythm while a female voice sings a sad sounding melody in a high pitched voice. String instruments are playing along with the melody while others are adding a short melody at the end of a musical phrase. This song may be playing in a Hindi-movie.",6,False,True
KU2bOYiBX28,80,90,"/m/04rlf,/m/06by7,/m/0dl5d","['instrumental', 'fast tempo', 'keyboard harmony', 'electronic music', 'quirky', 'confusion', 'upbeat', 'electronic arrangements', 'playful', 'animated', 'bagpiper sound', 'hard hitting drums', 'chaotic music']","This music is an upbeat instrumental. The tempo is fast with keyboard harmony, enthusiastic drumming and electronic arrangements. The harmony sounds like a synthetic sound of a bagpiper . The music is chaotic, quirky, playful, and cheerful.",7,False,False
KUE_I30--AY,30,40,"/m/01hgjl,/m/04rlf,/m/07qb_dv,/m/0cfdd","['instrumental all music', 'dj', 'electronic dance music', 'home recording', 'audio hiss tones', 'fast fingers', 'freestyle dj', 'dj face off', 'medium tempo', 'steady drumming rhythm', 'vinyls', 'tone manipulation', 'groovy', 'disc scratching tones', 'dance music', 'dj practising', 'ambient room noises', 'poor audio quality', 'dj turntable']","The song is an instrumental. The tempo is medium with a slick drumming rhythm and a DJ creating cool melodies by scratching and manipulating spinning music discs. The song is energetic and has a dance groove. The song is electronic dance music with poor audio quality and is at home.",1,False,True
